sample	value
58	2
58	4
58	4
58	4
58	4
59	0
59	0
59	0
59	0
59	0
59	0
59	0
59	0
59	1
60	0
60	0
60	0
60	0
60	1
60	1
60	1
60	4
60	4
61	0
61	0
61	0
61	0
61	4
61	4
61	4
61	4
61	4
62	0
62	0
62	1
62	1
62	2
62	4
63	0
63	0
63	0
63	0
63	1
63	1
63	2
63	2
63	2
64	0
64	0
64	0
64	0
64	0
64	0
64	0
64	1
64	4
65	0
65	1
65	1
65	1
65	1
65	1
65	1
65	2
65	4
65	4
66	0
66	0
66	0
66	0
66	0
66	0
66	0
66	4
66	4
67	0
67	0
67	0
67	0
67	0
67	0
67	0
67	0
67	0
67	4
68	0
68	0
68	0
68	0
68	0
68	0
68	1
68	3
68	4
68	4
69	0
69	0
69	0
69	2
69	4
69	4
69	4
69	4
69	4
70	0
70	0
70	0
70	0
70	4
70	4
70	4
70	4
71	0
75	0
75	0
75	0
75	0
75	0
75	0
75	4
75	4
75	4
75	4
76	0
76	0
76	0
76	0
76	0
76	1
76	1
76	3
76	4
76	4
77	0
77	0
77	0
77	0
77	1
77	1
77	1
77	1
77	1
77	4
78	0
78	0
78	0
78	1
78	2
78	2
78	4
78	4
78	4
78	4
80	0
80	4
80	4
80	4
80	4
80	4
81	0
81	0
81	1
81	4
81	4
81	4
81	4
82	0
82	0
82	0
82	0
82	0
82	0
82	0
82	0
82	0
82	4
83	0
83	0
83	1
83	1
83	2
83	4
83	4
85	1
85	2
85	2
85	2
85	2
85	4
85	4
85	4
85	4
85	4
86	0
86	0
86	4
86	4
86	4
86	4
86	4
86	4
86	4
86	4
87	0
87	0
87	0
87	0
88	2
88	4
88	4
88	4
88	4
88	4
88	4
89	0
89	0
89	0
89	0
89	0
89	1
89	4
90	0
90	0
90	0
90	0
90	1
90	1
90	4
90	4
90	4
90	4
91	0
91	0
91	0
91	0
91	0
91	0
91	1
91	4
91	4
91	4
92	0
92	0
92	1
92	4
92	4
92	4
92	4
92	4
92	4
92	4
93	0
93	0
93	0
93	0
93	0
93	0
93	0
93	0
95	0
95	0
95	0
95	1
95	4
95	4
95	4
95	4
95	4
95	4
96	0
96	0
96	0
96	0
96	1
96	1
96	1
96	4
96	4
96	4
97	0
97	0
97	0
97	0
97	0
97	0
97	0
97	0
97	1
97	4
98	0
98	0
98	0
98	0
98	0
98	1
98	3
98	4
98	4
99	0
99	0
99	1
99	2
99	4
99	4
99	4
99	4
99	4
101	0
101	0
101	0
101	1
101	1
101	4
101	4
101	4
101	4
101	4
102	0
102	0
102	0
102	0
102	0
102	1
102	4
102	4
102	4
102	4
103	0
103	0
103	0
103	0
103	0
103	1
103	2
103	3
103	4
103	4
104	0
104	0
104	0
104	0
104	0
104	0
104	2
104	4
104	4
104	4
106	0
106	0
106	0
106	0
106	0
106	0
106	0
106	0
106	4
106	4
107	0
107	0
107	0
107	0
107	0
107	0
107	0
107	4
107	4
107	4
108	0
108	0
108	0
108	0
108	1
108	4
110	0
110	0
110	0
110	0
110	0
110	0
110	0
110	4
110	4
110	4
111	0
111	0
111	0
111	0
111	0
111	0
111	1
111	4
111	4
111	4
112	0
112	0
112	1
112	2
112	4
112	4
112	4
113	0
113	0
113	1
113	1
113	4
113	4
113	4
113	4
113	4
113	4
114	0
114	0
114	0
114	0
114	0
114	0
114	0
114	0
114	0
114	1
115	0
115	0
115	0
115	0
115	0
115	0
115	0
115	1
115	4
115	4
116	0
116	0
116	0
116	0
116	1
116	4
117	0
117	0
117	0
117	0
117	0
117	0
117	0
117	4
117	4
118	0
118	0
118	0
118	0
118	0
118	0
118	0
118	0
118	4
118	4
119	0
119	0
119	0
119	0
119	0
119	0
119	0
119	0
119	4
119	4
120	0
120	0
120	0
120	0
120	0
120	0
120	1
120	4
120	4
121	0
121	0
121	0
121	0
121	0
121	1
121	2
121	4
121	4
121	4
122	0
122	0
122	0
122	0
122	1
122	4
122	4
122	4
122	4
122	4
123	0
123	0
123	0
123	0
123	4
123	4
123	4
123	4
124	0
124	0
124	0
124	0
124	1
124	1
124	2
124	3
124	4
126	0
126	0
126	0
126	0
126	0
126	0
126	1
127	0
127	0
127	0
127	1
127	1
127	4
127	4
127	4
128	0
128	0
128	0
128	1
128	1
128	2
128	3
128	4
128	4
128	4
129	0
129	0
129	2
129	4
129	4
129	4
129	4
130	0
130	0
130	0
130	0
130	0
130	1
130	4
130	4
130	4
130	4
131	0
131	0
131	0
131	2
131	4
131	4
131	4
131	4
132	0
132	0
132	0
132	0
132	1
132	1
132	1
132	4
132	4
132	4
133	0
133	0
133	0
133	0
133	0
133	0
133	0
133	0
133	0
133	4
134	0
134	0
134	0
134	0
134	1
134	4
134	4
134	4
134	4
135	0
135	0
135	0
135	0
135	0
135	0
136	0
136	0
136	0
136	0
136	0
136	0
136	1
136	4
136	4
136	4
136	4
137	0
137	0
137	0
137	0
137	0
137	0
137	0
137	0
138	0
138	0
138	0
138	0
138	1
138	2
138	4
138	4
139	0
139	0
139	0
139	0
139	4
139	4
139	4
139	4
139	4
139	4
140	1
140	1
140	2
140	2
140	4
140	4
140	4
140	4
140	4
140	4
141	0
141	0
141	0
141	0
141	0
141	0
141	0
141	1
141	1
141	1
142	0
142	0
142	0
142	0
142	0
142	1
142	4
142	4
142	4
143	0
143	1
143	4
143	4
143	4
143	4
143	4
143	4
143	4
143	4
144	0
144	0
144	4
144	4
144	4
144	4
144	4
144	4
144	4
144	4
145	0
145	0
145	0
145	0
145	4
145	4
146	0
146	0
146	0
146	1
146	3
146	4
146	4
146	4
146	4
147	0
147	0
147	0
147	4
147	4
147	4
147	4
147	4
147	4
149	0
149	0
149	4
149	4
149	4
149	4
149	4
149	4
149	4
149	4
150	0
150	0
150	0
150	0
150	4
150	4
150	4
150	4
150	4
150	4
151	0
151	0
151	0
151	0
151	0
151	0
151	1
151	4
151	4
151	4
153	0
153	0
153	1
153	2
153	3
153	4
153	4
153	4
153	4
153	4
154	0
154	0
154	0
154	1
154	1
154	1
154	2
157	1
157	4
157	4
158	0
158	0
158	0
158	0
158	4
158	4
158	4
158	4
159	0
159	0
159	0
159	0
159	0
159	0
159	0
159	4
159	4
159	4
160	0
160	0
160	2
160	4
160	4
161	0
161	1
161	4
161	4
163	0
163	0
163	0
163	0
163	4
163	4
163	4
163	4
163	4
164	2
165	0
165	1
165	1
165	1
165	1
165	4
165	4
165	4
166	0
166	4
166	4
166	4
170	0
170	0
170	0
170	0
170	0
170	1
170	4
171	0
171	0
171	0
171	1
171	4
171	4
171	4
172	2
172	2
172	2
172	2
172	2
172	2
173	0
173	0
173	0
173	4
173	4
173	4
173	4
173	4
173	4
173	4
176	0
176	0
176	4
176	4
176	4
176	4
185	0
185	0
185	0
185	4
185	4
205	0
205	1
205	4
205	4
205	4
205	4
205	4
205	4
206	0
206	0
206	0
206	0
206	4
206	4
206	4
206	4
206	4
207	0
207	0
207	0
207	0
207	0
207	0
207	0
207	0
207	1
207	4
209	0
209	2
209	2
209	2
209	3
225	0
225	0
225	0
225	0
225	0
225	0
225	0
225	3
240	0
240	0
240	0
240	0
240	0
240	0
240	0
240	0
240	0
240	4
244	0
244	0
244	0
244	0
244	2
244	2
247	0
247	4
247	4
247	4
247	4
247	4
247	4
247	4
247	4
247	4
254	0
254	0
254	0
254	0
254	0
254	0
254	1
254	2
255	0
255	0
255	0
255	0
255	0
255	0
255	0
255	0
255	0
255	1
256	0
256	0
256	0
256	0
256	0
256	0
256	0
257	0
257	0
257	0
257	0
257	0
257	0
257	0
257	0
257	0
258	0
258	0
258	1
258	4
258	4
258	4
258	4
259	0
259	0
259	0
259	0
259	0
259	0
259	0
259	0
259	0
259	0
260	0
260	0
260	0
260	0
260	1
260	1
260	1
260	1
260	2
263	0
263	0
263	0
263	0
263	0
263	0
263	0
263	4
263	4
263	4
265	0
265	0
265	0
265	1
265	4
265	4
267	1
267	1
267	2
267	4
267	4
267	4
267	4
267	4
269	0
269	0
269	0
269	0
269	2
269	4
269	4
269	4
270	0
270	4
270	4
270	4
271	0
271	1
271	4
271	4
271	4
271	4
271	4
278	0
278	0
278	0
278	4
278	4
278	4
278	4
279	0
279	0
279	4
279	4
279	4
279	4
279	4
279	4
280	4
280	4
280	4
280	4
280	4
280	4
280	4
280	4
281	0
281	0
281	1
281	1
281	1
281	1
282	0
282	0
282	0
282	0
282	0
282	0
282	0
284	0
284	0
284	0
284	0
284	0
284	0
284	4
284	4
284	4
284	4
287	0
287	0
287	0
287	0
287	0
287	0
287	0
287	0
287	1
287	4
288	0
288	0
288	1
288	4
288	4
288	4
288	4
288	4
289	0
289	0
289	0
289	0
289	0
289	0
289	0
289	0
289	4
289	4
290	0
290	0
290	0
290	0
290	0
290	1
291	0
291	0
291	1
291	1
293	0
293	0
293	0
293	0
293	0
293	0
294	0
294	0
294	2
294	4
296	0
296	0
296	0
296	0
296	0
296	1
296	4
296	4
296	4
296	4
297	0
297	0
297	1
297	1
297	4
298	0
298	0
298	0
298	0
298	0
298	1
298	4
298	4
299	0
299	0
299	4
299	4
299	4
299	4
299	4
299	4
299	4
299	4
301	0
301	0
301	0
301	0
301	1
301	4
301	4
301	4
301	4
301	4
302	0
302	0
302	0
302	0
302	0
302	0
302	0
302	0
302	1
302	2
